% Fair or Poor Health,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Uninsured,% Vaccinated,High School Graduation Rate,% Some College,% Unemployed,% Children in Poverty,Income Ratio,% Single-Parent Households,Violent Crime Rate,Average Daily PM2.5,% Severe Housing Problems
15.117331186,15.20223466,34.7,7.8,23.5,34.100067159,16.027168801,15.897819145,46,89.669421488,59.297752809,3.5623690306,20.4,4.5360214026,24.222335543,176.13903241,11.3,13.909774436
19.122342278,17.836136355,34.3,8.0,28.7,84.003734733,16.777927097,20.454410454,48,92.656587473,39.100722987,5.3126764097,22.1,3.7113243415,27.940113578,447.67980114,10.5,14.931650894
20.734606422,20.058142913,38.5,6.0,31.7,87.653579798,14.871563758,13.473172177,40,89.468906037,65.834289244,5.0772487839,28.4,5.1910360029,48.810066752,566.92058711,11.9,19.516678012
18.301802455,17.09154095,38.6,6.7,30.9,72.807579183,14.732481527,14.783633062,45,86.980999296,56.991633321,4.4534569332,22.4,4.5477282951,38.303669368,396.49067627,11.5,16.714163579
12.542181169,13.744121281,24.2,8.9,24.9,81.693489393,17.778838726,11.77428273,53,94.513274336,81.565895135,2.956265556,6.9,4.0527725971,17.18718517,114.12308386,11.1,9.6419853539
17.143860366,16.893022406,34.7,8.2,26.0,25.384253977,15.654774559,18.933976385,48,90.909090909,47.639257294,3.6636720943,21.4,4.3612010598,30.53968254,357.67815779,10.9,13.187772926
15.339575775,15.505948313,34.0,8.2,27.1,79.662600826,19.725353841,12.848203261,46,86.345200541,65.994096758,3.4423141127,11.7,3.498702306,27.320202213,143.32230346,10.7,14.425672298
20.40412568,17.8564164,37.4,6.8,30.2,67.384004333,14.352134182,17.335058215,40,81.297709924,63.093173577,5.0961296281,33.2,5.2306315978,45.245504841,514.94270092,11.5,16.156547918
13.352190197,14.577547745,29.3,9.0,31.4,52.648567837,16.553780493,17.515242056,48,95.667870036,54.456743373,3.5096978493,19.8,4.1884253519,23.647898493,226.126595,10.2,13.098901099
18.16523767,18.248512222,36.2,7.8,39.3,65.817251306,15.862612542,15.991444389,40,90.842490842,47.534013605,3.8452682478,27.4,4.7078276874,39.637952559,324.81990832,10.1,12.239020878
14.068563952,14.951481633,34.3,8.8,26.7,38.866192848,17.537675351,14.434073879,39,87.987012987,53.086145648,3.6432160804,14.6,4.5316970024,17.390283971,93.262491522,11.1,16.182572614
19.573404058,17.857887857,37.8,7.8,29.2,79.758890898,15.79385419,19.108408159,45,80.487804878,43.081582434,4.1896123529,31.2,4.6280260959,42.605335093,568.9745114,10.9,17.417619368
20.88762413,18.316139428,41.9,7.0,37.5,71.773522065,13.288528391,15.705086082,42,90.476190476,44.736842105,4.2573778423,36.6,5.2321484942,54.916711445,632.25058005,11.0,18.929503916
18.595805943,16.005734786,34.3,8.0,37.6,64.120086719,14.620007789,18.721071864,44,92.592592593,48.793142342,4.9616928128,29.5,4.0489389529,41.20649652,422.47274934,11.3,14.84375
23.06716999,18.107091916,29.0,5.2,27.5,49.184241942,10.947996669,17.200986436,41,95.652173913,36.501901141,5.5421686747,40.5,4.9798472802,60.80760095,152.07473387,10.9,18.579234973
17.795756519,17.016575575,32.1,8.5,31.9,100.0,14.248160498,21.272666219,42,94.444444444,39.687055477,4.0045121263,25.1,4.9297660753,31.934645377,125.9678014,8.8,16.515837104
28.312464499,21.368224221,36.1,4.6,23.3,0.0,10.530691786,15.886354542,25,83.13253012,46.838885112,5.8658095621,44.3,4.4144074956,80.0,253.48542459,10.7,21.276595745
20.985110484,19.904427644,35.6,5.1,30.6,73.084881999,14.365773174,14.237672304,37,78.694638695,58.4275079,5.1485697135,34.1,5.3435298597,53.194974246,428.73782558,11.3,20.677521733
20.673301913,18.328330785,42.2,6.4,34.8,78.925071877,13.763996435,15.545867488,43,82.698170732,57.598613323,4.3944289694,22.9,4.2041085271,48.654808724,300.47839323,11.6,18.303273213
20.143616073,18.294648496,26.9,7.6,27.9,25.149700599,14.8684755,15.117087874,44,97.321428571,59.905288082,4.6511627907,24.6,5.6397446753,37.034035656,155.0838422,11.1,13.45646438
21.539694607,19.896080873,29.5,6.4,36.7,54.861920099,13.397352381,16.180104329,29,81.578947368,48.8689185,5.4033771107,41.2,5.4993345755,49.425675676,341.75334324,10.4,18.120805369
21.028525228,17.925390354,30.7,7.0,32.1,45.091075725,12.972464798,16.270537566,37,88.349514563,51.515151515,5.2906596995,40.1,5.1764945652,50.359314538,260.62322946,10.4,13.897280967
21.02132195,18.691568611,39.3,6.8,32.8,72.088087026,13.962437045,15.686050931,42,85.386819484,45.036855037,4.7003607579,29.1,4.5183523,50.816603189,584.59422283,11.3,21.165175649
18.412012735,17.247902371,37.2,7.6,27.0,79.973256925,15.604205117,15.776458952,49,89.705882353,55.379221259,4.5238963882,25.6,4.8152036498,24.942992457,275.95655152,9.8,15.233949946
33.025990848,23.877681594,31.6,6.1,30.1,5.0016507098,13.512806012,17.922374429,44,96.153846154,27.010217681,4.6768707483,39.8,6.4179252068,67.879548306,22.914757104,11.0,18.873239437
24.754691024,20.79132037,36.7,5.3,27.9,57.616015113,13.051987869,17.244663809,41,88.590604027,56.325648415,5.9223908621,39.5,5.2597367714,59.159977064,696.18169849,11.4,21.068376068
21.452399794,17.952762149,37.3,6.2,32.2,13.430444283,11.757578095,15.195767196,42,95.0,45.813204509,5.0440917108,39.5,4.3428869203,59.633027523,89.781260202,11.0,15.750915751
26.1946836,20.712152085,35.6,2.7,28.0,35.294117647,10.851513852,19.800332779,33,,20.745920746,5.1282051282,41.8,4.2054401397,53.75,178.41213202,10.5,18.666666667
21.97331949,20.43579877,43.3,7.6,49.9,39.921630094,15.376403533,18.954894211,37,84.279475983,33.066768215,4.1993396616,32.7,5.1734272946,45.583173996,105.20999916,10.6,15.063291139
23.988979062,21.631127238,38.7,6.5,26.7,58.140579385,12.513551643,15.864332604,40,73.170731707,50.780312125,6.5373563218,35.5,5.164232789,40.971805639,174.15325486,11.2,16.172106825
24.822790236,20.969506421,25.1,6.8,48.3,58.618181818,14.307313724,16.260904849,36,79.562043796,27.151538914,6.7885714286,36.7,4.5577789557,46.778916545,191.80642306,10.8,11.741682975
25.81893881,21.255897677,33.1,5.7,25.6,63.950617284,11.754355709,18.233278713,37,91.397849462,47.070217918,6.5613939559,44.5,5.477071601,65.933528837,377.7987666,10.9,20.392749245
20.440507401,17.888253782,32.5,6.2,26.1,45.863148479,14.053660413,16.119270385,46,87.478559177,61.404989683,4.7149187592,30.7,5.1113988179,49.952426261,264.48665545,11.2,19.861030689
21.969560188,18.826405131,36.0,7.0,39.5,78.680392841,14.561740034,17.767639903,50,85.26119403,51.810691703,4.0130320112,30.4,5.1746836954,40.30479246,564.85355649,10.9,14.948096886
23.335153334,19.279307904,48.3,6.7,39.2,71.590199464,13.985924197,18.576506051,35,90.537084399,42.926045016,5.8099623273,40.6,5.4917663136,43.187262223,424.61165177,10.7,17.493975904
14.93028586,13.864982909,26.1,8.6,28.3,99.713494413,14.520471259,17.327258922,50,97.674418605,60.06097561,5.4812146166,24.0,4.6322406825,39.009497965,320.25259359,8.7,16.594360087
19.938988929,18.280485085,35.7,7.4,31.5,45.243282498,14.955252535,16.099249856,41,84.810126582,39.201877934,5.8062130178,34.5,4.7564633906,33.908045977,122.16641781,10.6,12.572533849
18.600573327,18.043170824,40.4,6.8,34.9,73.037109958,14.619291226,14.720016715,40,84.337349398,52.318103014,3.6997626258,27.7,5.5271732448,44.474267709,332.15234721,11.2,18.826157595
21.573612255,18.56569517,38.7,6.8,40.0,20.011198208,13.62534272,18.44981782,48,93.75,39.381153305,5.0863422292,42.2,7.7632359981,60.167714885,1306.9770466,10.7,21.661237785
22.843328601,20.137556227,36.1,6.9,28.7,10.041006317,12.873909348,17.208931419,43,95.652173913,53.561568194,5.8803418803,33.0,6.3678112314,53.070175439,222.03552568,11.2,15.424610052
14.157368931,13.666822933,27.0,8.9,26.7,95.50009365,14.687836351,18.686253127,46,97.448979592,47.461928934,3.6444702918,24.4,4.8018056069,36.967586392,165.39786116,9.0,10.366197183
19.90970066,18.17284267,26.6,6.2,31.0,73.962361433,14.285714366,13.820828774,41,87.087087087,53.120319521,4.4040084388,32.7,5.2552912789,42.842842843,381.16549409,11.2,15.525793651
17.775533973,17.193386856,36.6,7.4,35.5,54.360346733,15.405483736,15.205947794,45,89.655172414,52.55050051,3.8694773318,22.2,4.558840765,34.283640203,555.5718863,11.0,14.698983581
16.86508269,17.28746189,28.4,8.1,34.2,69.666220991,16.273652319,13.529274853,46,88.517179024,52.946226841,3.5526490213,17.9,4.1864283248,36.439297195,302.26098044,11.4,15.773710483
21.900871613,19.044358709,36.3,5.9,35.1,78.117426746,14.641943448,15.583045297,41,89.655172414,45.246364228,3.9371085261,35.6,5.0787688764,52.568047337,500.01412469,10.1,15.70964247
24.273968564,19.670161718,57.7,6.5,27.8,8.0047994515,11.45316401,15.648761344,44,87.878787879,37.358184765,4.9854439592,41.7,5.4433946627,66.903283052,277.77777778,10.8,19.274376417
23.18413658,20.02729765,36.4,5.7,29.0,28.087978477,13.634609389,15.226689478,39,95.192307692,46.193092622,5.0020958502,39.6,5.7571566865,56.024096386,264.31718062,10.8,17.818428184
20.224268923,18.54656549,40.9,6.4,26.0,55.101498389,15.386002448,14.522679663,43,90.830945559,47.546402237,4.6499385857,28.7,5.5563005201,34.921074495,591.02051781,10.2,13.529705442
20.20158405,17.107834072,25.8,7.1,27.8,0.0,13.252395534,16.29778672,47,85.714285714,37.096774194,6.2937062937,34.4,5.4988949882,42.88,131.2335958,10.9,13.658536585
25.28921333,23.506143131,32.0,6.3,38.2,11.144050667,15.083861599,15.655853315,39,84.126984127,35.198040016,7.3652694611,36.7,4.6302772527,26.711309524,50.466818067,10.7,9.6852300242
15.338570724,16.053116624,28.8,,20.8,74.204244032,16.584308586,17.163978495,46,88.284518828,49.267059815,3.0491212817,23.1,3.6779154907,25.328492393,173.3132903,9.4,16.341352701
22.81717774,17.74828459,34.5,8.1,31.5,67.031842416,14.763429158,23.04366477,49,80.0,43.997211419,4.7485416298,19.5,4.0989329839,27.885891199,263.3816444,10.9,17.27703576
21.858213411,20.172089211,40.5,7.5,29.1,20.648298217,15.330593807,17.282099344,35,93.684210526,31.363278172,5.2258305338,35.3,5.0691712146,41.632170313,257.63930497,10.9,12.962962963
23.982410968,19.177247049,30.0,6.1,30.0,68.696308883,12.655680196,17.751400373,38,80.46875,36.172396101,4.5746594706,32.3,4.8854820125,55.430528376,308.07147258,10.6,17.86163522
20.872013002,18.190349501,35.4,6.5,34.5,2.0704799749,13.405809948,13.433044451,38,91.818181818,37.964302943,4.4351682755,39.3,5.4065734642,45.827303425,179.28031758,11.3,13.201820941
19.906455523,18.266399671,51.0,7.3,32.8,51.667512339,14.49837357,17.10860879,40,76.890756303,46.139554088,4.399912873,33.6,4.1428709242,52.415660142,419.12152129,11.0,12.825396825
13.945623109,14.327655671,25.5,7.3,21.0,70.605525208,19.253450617,6.3963313126,35.0,78.928542592,59.727926078,2.9877881825,22.5,5.3763301564,37.137997717,237.33140865,,24.063847492
13.043364161,10.999521277,23.4,8.3,20.6,96.730300973,20.448085548,4.1260748609,46.0,84.241404795,71.924357737,2.3351598154,9.8,4.1409661757,26.413792443,237.65232449,,27.496365692
14.529875513,12.19511319,17.8,7.4,20.1,100.0,15.645162233,,,,62.5,,,4.8878504673,,,,18.181818182
12.493278993,12.7378115,21.5,7.9,19.3,93.654886646,21.629958139,4.8398478512,39.0,88.269835466,62.045050725,2.512465374,11.9,4.4170102755,32.536529095,235.30394587,,24.275523852
12.860687397,12.343433835,24.0,8.0,20.0,92.452562099,21.114037886,5.4173924499,36.0,80.073689416,59.720357424,2.4484251831,10.5,4.2567628562,32.962521153,293.27217125,,29.514887302
11.474881999,11.990700664,25.6,8.1,14.9,89.468734469,17.87623376,8.7432917648,48,84.494806421,73.77104829,2.4598711788,10.2,4.4780318989,23.753214315,230.63350167,10.6,14.021197007
14.961626565,14.35193203,30.5,7.6,21.2,32.746478873,13.6502569,14.383094751,31,92.592592593,52.37388724,5.4587688734,24.1,3.6812764831,33.923705722,117.34028683,6.6,12.084592145
14.893500207,14.424020575,32.0,7.4,20.8,74.696700829,15.820824662,10.723097628,43,89.581395349,66.329621571,2.7323321979,15.5,4.4990504424,23.331248325,254.27756654,6.7,15.595727198
13.549483693,13.165872417,26.4,7.7,19.8,48.94754427,15.144064261,10.239194293,23,78.217821782,53.317901235,2.8924162257,14.4,4.2661641845,17.635903919,176.07109919,5.4,10.855949896
15.547673702,15.325125364,31.9,7.0,31.0,72.353257943,14.606507219,14.192634561,27,82.716049383,43.919308357,4.6257149963,22.8,3.9584073772,30.457578646,272.13467502,9.5,15.04178273
15.989554901,14.23834346,31.2,8.0,25.9,45.348301796,13.877932892,14.816908647,29,89.568845619,64.805255748,2.7101083187,15.9,4.1268958324,24.629707998,163.32115781,7.4,12.474507138
14.183349242,12.902674826,15.1,8.0,14.6,78.354229042,17.283360211,17.693505338,49,85.542168675,54.658258747,2.3614379615,8.1,4.5981384927,39.431863329,173.3102253,6.2,19.058553387
13.386610021,12.946633147,30.6,6.1,25.3,79.624359704,15.272220721,13.336962439,33,88.888888889,61.481481481,4.235506158,19.4,4.2935481279,30.913539967,163.58093539,5.9,13.522537563
13.420599877,13.653922623,25.8,7.4,21.0,79.088484967,15.447995324,13.295464901,35,83.561643836,57.524049473,4.0948495665,17.7,4.4305980664,25.05794803,165.77173952,10.0,19.170075979
14.729676666,13.560304856,29.0,8.0,20.2,84.466680738,14.70615156,9.4906263551,47,78.726035869,66.683607779,2.3933722001,13.2,4.0620104688,20.975889782,274.32234233,7.8,13.166397415
15.334053547,14.870522912,28.8,7.2,27.7,86.19212541,14.428753013,18.157210914,26,77.952755906,46.783625731,4.4373111782,22.3,3.724592989,20.180383315,93.984962406,7.1,16.837315131
14.359305959,13.165038651,28.8,7.3,29.0,47.803528191,14.747212981,12.335025381,27,74.074074074,69.072164948,3.1837916064,18.2,4.61805,13.969335605,138.86133704,5.8,14.150943396
16.90671321,15.222346825,24.8,3.2,22.9,6.1772605192,14.045955054,17.482517483,31,,60.126582278,2.3188405797,15.2,4.9831181173,20.36199095,0.0,5.4,18.421052632
17.453884201,14.129309587,34.9,7.8,24.9,77.60674984,14.852530286,14.567805156,42,80.369950925,53.19724679,3.0785340314,15.2,3.7440325038,25.972592063,263.36632233,10.7,15.896061351
13.174179766,12.887869733,30.0,7.8,24.5,34.755134281,16.472467952,9.1050988554,36,90.990990991,67.01863354,2.8191072827,11.5,4.054948391,12.034239678,58.879811585,5.9,9.7847358121
15.577016429,13.554946077,37.6,7.8,24.9,59.140815615,15.683635613,15.547720977,42,85.377358491,51.553346352,2.229787234,17.1,3.8793984834,22.419460881,188.14874321,7.1,12.508101102
24.897308587,17.116109431,28.4,2.7,22.5,62.83095723,13.175132622,26.19047619,39,100.0,38.661710037,2.962962963,20.8,3.5406916453,19.090909091,233.3722287,6.2,24.561403509
14.068402961,13.485175673,32.3,7.3,25.6,70.596963817,16.19885222,12.508896797,42,80.555555556,53.144129104,6.735042735,23.2,3.8558211257,26.671358198,239.13677457,8.8,9.5367847411
14.799893286,14.229165323,27.9,6.4,25.5,75.824175824,14.759205271,13.766145479,32,93.023255814,66.564885496,4.0182648402,23.2,5.2566427402,20.985915493,60.153994225,5.9,10.833333333
16.42678851,15.604280681,35.2,7.0,25.6,88.346031511,17.32092872,13.520624303,23,82.919254658,65.434906197,3.2585844429,20.1,3.9423807318,28.685318893,181.0268459,7.3,14.292980671
12.686364763,13.216661759,33.5,8.3,27.6,66.596277178,15.614039485,11.845515811,43,84.150943396,48.78125,2.1387283237,12.0,3.2361065867,10.995002272,38.20001528,5.9,12.781065089
15.614298997,13.97382645,29.7,8.4,22.3,63.27594019,16.041567607,14.041360649,40,86.554621849,55.364806867,2.4289937026,22.2,3.5669201953,14.803892657,81.528068949,6.7,13.66181411
15.991230506,14.071103765,37.6,6.9,32.1,73.903941623,13.873458844,14.15480891,32,80.952380952,47.497668635,3.4270974082,20.1,3.9720461563,38.387178835,183.43195266,9.4,15.274463007
17.375188322,14.635184187,33.7,8.8,28.2,72.801345059,15.600462945,19.681762546,28,78.733031674,42.657134346,2.4059222702,19.6,3.4869784143,30.376344086,157.72870662,7.5,18.630136986
16.935162072,14.08857112,31.9,6.9,26.9,63.785578164,15.129414385,15.87357331,23,84.920634921,55.492297388,4.6840958606,21.7,4.0500974116,14.546016059,135.15173854,8.9,15.128006206
13.335216448,13.068839393,31.9,8.4,22.5,66.155317521,16.386840476,12.529048802,44,89.743589744,65.633480931,2.2612692764,11.0,3.1923745058,14.592854175,51.092093499,7.8,11.840490798
17.255989744,14.845888554,31.8,7.8,28.4,72.441226424,14.57977677,20.493471678,38,78.827361564,41.390839184,2.5411686032,17.5,4.0677596581,27.523441809,277.78992957,7.9,16.219751472
13.548648738,14.219169868,26.4,7.6,19.9,85.516340058,20.289691498,10.121583868,43,88.194444444,65.870913041,3.4719989713,12.6,3.9156345292,30.605536822,255.34153178,11.8,15.625273093
13.581195223,13.564902601,23.8,7.3,16.6,81.682955644,21.025381924,9.2938798712,46,86.984126984,83.167989418,2.4571964277,10.2,5.1922076515,22.683662281,105.2834307,9.3,19.513797635
15.486609857,15.235695687,24.0,6.4,22.0,77.94858871,12.576717852,12.373968836,34,77.464788732,62.517985612,4.4716604956,22.9,3.9286999435,21.144452198,174.76859344,9.0,17.297297297
16.731328695,14.940801504,28.0,6.4,27.4,54.383669197,14.222965937,14.391534392,36,89.130434783,62.807525326,5.4978619426,23.3,4.3135454801,29.816513761,128.88258796,8.5,15.692307692
17.762430697,14.777171409,28.8,5.0,29.5,20.007680492,16.165289068,17.648366304,31,91.044776119,37.444933921,3.3601168736,20.2,3.7281945441,23.133867983,177.09012956,6.6,13.793103448
17.492126596,15.491174601,27.1,6.2,18.2,84.369671782,15.782203808,8.6437521165,43,90.822179732,84.329760194,1.725251407,16.4,6.012350244,8.5801063022,53.712728607,7.4,30.447193149
18.650785568,13.838325975,34.0,8.2,29.8,61.144053017,14.847402315,17.483784258,35,76.802507837,48.757131214,2.5201704288,15.9,4.1292800296,33.367750817,167.65885069,7.4,10.468319559
14.310009449,14.997245759,30.9,7.9,22.8,74.985355915,19.962218266,10.631905105,45,84.183673469,63.383319638,2.7502018715,15.1,4.0342699908,36.828644501,144.80914897,9.0,13.085271318
12.842195413,12.96024348,29.4,8.0,23.2,48.156789547,15.831098655,11.922418711,24,88.571428571,50.593824228,2.1804189825,14.9,3.4580472147,17.80929866,69.718800837,6.0,16.129032258
20.074042806,15.515514137,39.3,7.5,26.3,67.022384175,13.811300607,23.153607032,32,93.58974359,39.24395947,3.597650514,22.2,4.1607216072,29.110512129,183.39009693,8.0,16.953316953
16.725740068,14.651879435,34.6,7.6,30.3,67.418114308,15.001969549,14.143245694,37,86.809815951,57.111984283,3.5804074556,16.1,4.1749425387,21.889176928,220.24990732,9.2,16.168395363
18.545596473,14.506599275,35.6,8.5,24.3,68.773186644,15.715584278,16.880443389,37,87.179487179,49.109131403,2.8850855746,19.4,3.1873240538,13.017241379,110.42546281,6.5,12.373225152
15.473830741,14.822053198,35.4,7.3,21.9,92.808460635,15.742390117,13.595293129,38,93.984962406,50.214091086,5.7419100237,24.6,3.9635951172,34.402924452,396.41639578,9.7,14.575971731
12.912337285,13.476403875,21.4,8.8,20.9,90.422812193,18.525548258,16.499553261,32,88.976377953,76.735798016,2.2475417512,10.9,3.6413720353,16.980486135,85.336367515,5.4,10.738255034
15.331225823,13.871111816,32.8,8.3,24.2,75.804739091,14.461491617,13.977480647,47,79.63800905,61.919462478,2.6897685719,16.9,3.9984120172,23.138458877,242.34786613,7.6,15.102739726
11.948611509,11.845524966,27.8,7.8,18.0,86.138714257,17.205677104,11.834759955,42,87.058823529,56.561461794,3.7643515904,13.9,3.8247031546,26.617179215,327.20865844,6.6,19.593613933
17.976272292,15.095073371,35.1,7.5,29.7,74.200823691,13.836033592,16.437441581,27,89.795918367,45.66187407,4.1450777202,22.5,4.0396504642,39.256727894,100.21044193,7.5,17.503217503
14.772517959,15.457187119,36.6,8.3,27.6,81.886055765,19.67664752,5.2365870045,41,91.510770381,68.068297655,3.8822849846,15.9,4.2255357997,31.398809524,346.26928864,10.7,10.994860499
24.272540011,21.551918626,26.2,5.4,22.6,58.351541636,14.512381251,6.3651248465,35,92.547115385,41.541755889,7.9424059452,44.5,4.2755620985,56.081946223,1316.354271,11.3,17.554240631
15.598466912,16.571008524,25.5,8.4,24.9,62.719495723,20.247655725,6.6122516283,46,91.731825273,61.999520499,4.3763400177,18.3,4.4430734482,23.226616447,39.246467818,11.3,13.636363636
15.614342008,15.135819484,33.4,8.8,26.6,88.837810394,20.002377203,7.5019403482,48,91.256327769,58.533451128,5.7530313905,13.5,4.1654953372,29.934765081,170.90824189,11.4,13.854930725
15.601500675,16.962569089,23.4,7.5,23.2,75.695545625,23.068513354,3.6247334755,32,92.5,48.670212766,2.6933701657,14.8,4.2249194325,18.355640535,134.39470692,10.3,7.7464788732
15.165622447,14.711604734,27.4,8.0,30.4,77.797472697,19.695580918,6.0713323843,42,83.994395079,58.384146341,5.0086256469,17.1,3.9965698064,33.245014642,131.69377231,11.5,10.9882269
13.69214692,14.825065819,36.2,8.4,23.4,30.24169778,19.543815519,5.9881847476,42,86.410344828,70.539419087,5.3418803419,15.3,5.1056659308,20.271682341,,10.8,9.3023255814
13.532288519,14.349959406,25.1,8.3,28.3,71.365438357,18.974353087,6.9833948339,46,93.571914894,57.065948856,4.4518272425,17.0,4.1377502599,24.366401159,46.851208371,10.7,10.45112782
17.318096731,15.9206666,34.7,8.8,26.9,60.181791526,19.70301273,8.5035999222,38,84.84736,46.296296296,4.4952937358,15.8,4.0008046074,34.910655195,518.05458904,10.8,9.3658536585
16.332737938,15.765181249,30.8,7.5,22.1,84.216808152,20.563806152,6.0591156358,48,86.297385241,79.98687541,4.4033727962,17.5,6.3930496953,34.160300401,487.2054149,11.8,19.791148682
14.400168551,15.659156087,29.2,8.4,29.2,67.261494253,20.224345409,6.026812196,42,90.724602626,56.04863984,5.2908269866,17.9,4.3927380337,37.108682812,184.74630041,11.5,8.4172661871
15.401350458,16.057719883,36.8,8.4,28.2,61.328435874,19.538929539,5.9166469708,36,89.415291262,65.175537939,5.1704180064,16.2,4.1440045664,33.027011974,189.13274755,11.4,8.5393258427
14.938190571,15.831943526,23.5,8.4,35.1,52.247557003,19.650199991,6.2036156042,38,83.594516129,62.996941896,5.30933293,18.8,4.6911947086,43.654304185,59.755004482,11.6,9.8389982111
12.990591612,15.021206292,38.9,8.7,21.0,63.865791007,23.212683991,4.7577418379,40,86.472071373,66.697135893,3.5724801256,10.2,3.9080896059,27.275012569,146.249638,11.6,9.7787294789
17.736598203,18.788086045,36.6,7.5,29.9,76.776864106,19.956051145,6.9443060676,42,93.802099334,68.048957243,4.8398429428,21.8,5.3533032667,39.408602151,277.51205236,11.6,15.169471439
17.140851058,13.776183162,28.0,8.3,21.0,99.145933095,22.237901344,9.972268492,45,88.180003292,70.540772301,4.0363207215,18.8,5.5375234522,37.235906635,619.81359093,15.0,22.168420351
14.346339843,15.979574429,27.5,8.3,29.0,61.538073371,20.9788441,5.9251412429,40,88.611032028,62.270619076,5.354904865,17.1,4.6879156157,25.80817526,288.53089685,11.7,10.86240948
14.496170442,15.863592846,32.5,,28.0,1.330557567,20.198195317,6.5301478953,36,87.352813853,56.664037855,4.0460526316,15.2,4.0573390483,23.410287566,115.15961122,11.6,10.332541568
15.743360243,15.89541067,31.7,7.2,19.8,84.329593001,23.18572685,6.307213369,50,89.926627106,74.648266318,4.3974264242,13.2,4.8244787323,33.910469185,275.76126675,12.1,19.376421785
13.917358386,15.47872977,27.5,8.7,25.0,77.04848741,20.231840456,5.2058205587,43,87.310658683,64.563365282,5.0778158797,17.4,3.777802222,24.683908046,188.23201339,11.5,7.8125
15.062310608,15.715028593,30.9,8.7,24.2,70.840840841,20.249370529,9.2782867046,44,96.455864811,54.121338912,4.1030160595,13.3,4.2867951344,24.867075665,223.22120601,11.5,10.978835979
12.902530389,12.257496254,26.9,9.1,18.1,99.626359437,19.848500634,6.3975946593,52,94.307007076,78.397037174,3.1306399292,7.9,4.2341054456,19.499239499,88.585961321,13.2,15.873858725
14.654341529,15.360290299,30.9,7.2,28.9,53.321490095,19.369227272,6.0119354601,32,86.90917226,61.513486513,4.6739130435,19.5,4.0930221594,37.306843267,293.76663913,11.3,11.314584696
13.881104925,14.986962353,30.2,8.2,26.5,42.225859247,20.096014077,5.8189655172,35,98.4,69.127040454,4.5340050378,14.7,4.1079934603,23.71349096,,11.7,7.9422382671
14.113453311,15.118282713,27.2,8.5,21.6,57.572571696,22.624965039,5.5948278924,34,92.339035667,66.24028691,3.7449657409,12.7,4.1714600898,26.635690067,180.76428934,11.8,7.5478783327
16.639989066,17.433242818,24.2,7.2,27.0,52.926829268,19.784990008,7.2004500281,40,89.141138422,52.177925434,5.2905198777,20.9,4.6699077787,34.556848702,135.33761902,11.5,10.91503268
15.316361684,16.441938417,25.2,8.0,27.8,65.002485619,19.691862117,6.1868214152,30,84.907,64.006622517,4.8152826018,15.9,4.413164262,35.749426041,252.25903614,11.5,10.591350397
17.292388593,17.773051014,26.6,7.8,28.5,59.869568514,18.542169354,6.7544770309,35,83.336198347,63.714409911,6.1470846762,26.0,4.888009521,38.120042619,160.30824181,11.7,11.402966625
15.800072405,16.784846708,28.8,7.9,23.2,56.982923737,19.382443468,6.3841411067,35,89.029985755,59.628743879,6.246715712,20.5,4.3193161907,41.654738048,115.29038766,11.2,10.863411182
16.572608522,17.027156625,23.0,5.8,24.2,36.536052961,18.316860763,6.622004638,31,89.5,57.391304348,5.7518488085,31.9,4.7791483609,42.563143124,179.67434026,11.4,5.6644880174
15.498565151,16.87536568,28.2,7.9,28.3,55.653175861,19.516636448,6.4296011533,35,95.242807018,50.11279407,4.9044056525,19.9,4.3164147942,36.327272727,202.94648226,10.8,10.984848485
13.514413201,14.514442128,34.9,8.6,24.6,87.50973773,22.156978916,4.9975940056,45,93.817420397,66.508278269,4.6842209463,8.3,3.8654477807,24.206972362,101.41679259,12.0,14.640734738
15.21274661,16.029568925,25.4,8.3,27.5,11.682629774,19.442642487,5.6848352335,35,98.7,71.997786386,4.36234142,19.6,4.5158191592,22.258953168,55.391432792,11.3,9.5729013255
13.997109854,14.652541658,31.1,7.6,30.5,58.354271357,19.011845226,5.5720170557,41,82.220763723,60.993096123,4.7231078049,16.8,4.0076491808,29.259259259,75.6859035,10.8,7.3139158576
17.617054518,17.958192509,24.5,7.8,25.5,77.893518519,17.954862783,7.2934669893,17,91.8,59.849300323,7.8183172003,32.0,4.5831752761,24.787535411,206.58646251,11.1,11.627906977
13.845063873,14.314352686,26.5,8.8,31.9,44.086754877,18.85581456,7.5156985871,46,82.0,60.973724884,4.9945414847,16.1,3.3777226779,25.984251969,,10.7,6.3829787234
14.378699355,14.6948895,36.6,8.4,25.6,77.205561938,20.295937837,6.245360772,50,92.072644628,65.035906643,5.0193358051,16.6,4.4772057253,26.835236542,129.81344912,11.3,7.9731743666
16.116657442,15.646659156,29.0,8.1,25.7,42.055320008,18.47785877,7.7443401436,37,94.021289355,57.360490147,4.4810337641,16.6,4.1949550517,29.199604743,136.36621906,11.7,13.823529412
19.08448859,18.822572359,23.7,6.4,24.8,77.54824139,19.478829609,7.6966352916,40,86.635509397,77.468020022,4.5847105235,28.9,6.4761103891,45.706371191,418.52060212,11.5,20.769068244
