% Fair or Poor Health,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Uninsured,% Vaccinated,High School Graduation Rate,% Some College,% Unemployed,% Children in Poverty,Income Ratio,% Single-Parent Households,Violent Crime Rate,Average Daily PM2.5,% Severe Housing Problems
16.546021318,15.253635951,29.3,8.2,31.4,93.071450665,16.713688328,15.883977901,38,84.1,42.114384749,3.250641574,16.7,4.222420744,38.514442916,411.8616145,6.5,6.4655172414
13.607095823,15.364823174,33.8,8.1,31.1,40.842994694,18.554086062,8.3580980684,34,93.8,78.972868217,2.2913256956,10.9,4.2264028806,17.897513188,117.95350666,9.2,8.3333333333
18.750911282,19.577156755,38.2,7.5,29.9,73.782703488,18.121737243,9.2306460652,43,95.4,66.944284894,4.8918469218,22.7,4.3762079307,35.125,277.26432532,9.6,12.958626073
15.301948134,15.343444685,33.1,8.0,28.2,21.467653685,14.944982232,16.129032258,33,93.8,63.957597173,2.7840481565,13.8,4.0168647814,15.853658537,165.70008285,7.1,7.9245283019
15.903325816,16.666753,30.0,7.6,28.7,64.115676248,17.85382672,10.317902956,39,88.3,45.824706694,2.1485797524,18.8,3.9958666667,29.490874159,89.968511021,6.7,6.4356435644
15.559784813,16.563072564,39.2,7.9,29.1,61.589444615,16.157057074,9.9746675111,55,90.9,62.698412698,3.8263058527,16.6,3.8682812307,28.509719222,144.11153563,9.3,12.412723041
15.766796954,15.877386826,29.0,7.3,30.3,46.967340591,16.947103458,12.318570897,45,90.9,65.749656121,2.6447105788,18.6,5.0021867483,27.038043478,134.26423201,7.3,10.495626822
15.247805149,16.788229908,33.3,8.0,30.5,36.086028567,17.101995954,9.4315245478,39,93.1,58.293838863,2.8951747088,13.4,3.4402918351,24.310595065,58.577405858,8.2,6.9529652352
15.545497158,16.038124272,36.7,8.0,31.2,64.606338735,18.263291702,8.9494163424,37,89.6,52.621722846,3.1632653061,18.1,3.3465191147,33.511586453,276.46416879,7.7,7.1153846154
14.428475196,15.615541,34.4,7.7,34.7,39.064161645,15.508557285,11.097531166,39,91.0,68.685927307,2.5357142857,18.5,3.5163787484,22.510121457,137.86764706,7.1,5.9701492537
13.552281732,14.58310464,31.5,8.7,26.3,74.33808554,19.484738918,7.2576717,36,93.7,74.168424469,2.7936145952,9.4,4.0497203458,17.400204708,230.36017998,9.1,10.400478183
14.915470654,15.79505287,32.9,8.0,27.8,73.974730737,17.44214272,10.559006211,36,80.9,77.75012444,2.7665589661,16.7,3.6785863101,25.30372853,193.98642095,7.8,14.814814815
13.901080304,14.282643139,27.7,7.9,28.2,59.190154823,15.384335091,13.847012842,33,95.8,73.652694611,2.1131561009,19.2,4.2494580925,14.486921529,215.43282413,6.4,7.2033898305
13.969482667,15.949059779,36.0,7.6,27.0,64.238656973,15.552507866,10.669377148,23,86.7,62.727940685,3.5933948389,15.4,3.8621724774,29.331466573,354.98032686,8.8,13.304035158
15.903098808,15.247277172,35.2,7.6,29.9,47.128514056,15.475314626,10.479573712,49,84.9,70.16509434,2.7488546439,15.0,3.7115341844,11.902113459,169.38386619,8.0,7.8125
16.121565087,16.679916604,37.1,7.8,29.5,66.507983735,16.244308757,11.030617824,18,91.2,67.795753286,2.9317193115,19.2,4.6986645246,26.715129487,95.923261391,8.1,10.201511335
14.033204623,14.609242238,25.3,5.7,16.6,90.075230261,22.180752343,8.9649692531,58,83.9,81.650071124,2.8846425245,12.7,4.7737246812,26.732834364,259.15085342,9.0,21.303446977
14.774611291,16.448032487,35.2,8.0,29.9,66.029723992,16.31039059,10.880164229,46,93.6,74.175824176,3.2117367169,15.4,3.9959110312,28.092783505,77.34699797,7.2,7.0776255708
14.39165158,15.356608278,38.3,8.1,32.8,41.790142123,15.954879214,10.717372515,36,80.7,66.94490818,2.7108433735,19.6,4.6283641716,19.364599092,144.39274828,7.5,10.877192982
15.926342136,15.774991541,33.2,7.5,30.2,63.758967001,15.271748093,12.447013487,27,84.6,74.577373212,2.9832935561,20.6,3.4440149825,20.227729404,366.01119564,7.5,9.0766823161
16.193845618,17.854295305,34.5,7.9,28.0,83.438837536,16.598713306,9.6032410656,50,89.8,63.517670894,3.0703794776,15.8,4.0678971942,31.048481536,396.81468484,8.5,14.196428571
14.772414502,15.499736414,39.0,9.0,30.0,80.935980551,17.270016372,11.794102949,28,90.8,52.470187394,1.9944016795,12.8,3.2141670525,10.240963855,320.0,7.0,10.280373832
16.077416112,17.032092796,33.6,7.2,25.5,85.163685251,16.430294697,11.379945839,50,81.8,67.06918239,3.7939214533,17.1,4.5108098978,34.110262091,724.71309962,10.0,13.45623308
24.819293165,18.121354724,35.9,9.2,25.1,83.65719763,15.363562679,19.535123967,36,83.2,34.642333388,3.2970483567,18.5,3.6515673724,42.286827097,298.52669559,7.2,15.921409214
16.945500307,17.758993667,36.7,7.4,24.8,92.992907483,17.325390228,8.917436811,58,88.3,66.470560986,3.4941015089,17.5,4.2619573216,30.014224751,443.66795519,9.6,13.307047807
14.909478787,14.977671116,23.7,8.1,26.1,62.949921753,16.500258159,19.55624355,36,96.2,70.184254606,2.2889842632,21.9,3.3447017544,32.843137255,117.41682975,6.7,6.0
15.117412355,15.691175508,39.7,5.9,28.8,81.980033278,17.427918023,10.065691884,33,89.9,72.846811308,2.8334485142,20.1,3.4510138834,34.175438596,239.86765922,6.4,14.260249554
14.705830934,16.038473183,37.4,7.3,28.6,48.611471581,14.668897609,12.99734748,32,100.0,70.218978102,2.5179856115,18.0,4.4781504809,21.708683473,48.216007715,7.3,10.0
16.230575141,15.930257854,32.3,7.8,24.1,67.523101195,14.929582641,16.76300578,36,84.0,61.010830325,2.7151639344,20.5,4.1279919043,26.369168357,199.48368927,7.8,7.6271186441
18.49325547,16.028065507,37.9,9.0,32.0,71.677852349,16.757293427,18.138424821,31,90.0,57.843137255,2.5742574257,16.6,5.0607734807,17.825311943,,6.5,7.4074074074
18.910438628,16.42286594,37.8,8.6,25.9,55.835080363,16.773030065,16.409388877,41,90.2,54.608454608,2.8248587571,15.3,4.6267142857,14.53143535,87.851405622,7.0,12.565445026
18.052521959,16.516888994,42.3,7.5,31.9,54.666003647,17.831261275,9.690293742,45,92.8,67.008277493,3.5330118694,16.7,4.986036839,25.41958042,201.53253311,9.1,11.147721032
15.016079636,15.744579668,33.4,7.6,30.7,77.708860759,18.493539855,9.2735454838,27,88.6,82.333516786,2.6004728132,12.0,4.3856011184,13.333333333,234.05870445,6.6,13.13755796
12.206003668,13.854813634,36.4,8.5,31.2,71.009663446,17.147571486,9.8558809856,26,94.6,69.664902998,3.1860970311,16.3,3.6815700162,35.755258126,204.11634632,6.9,6.3670411985
12.456098815,13.917541479,33.0,7.6,23.7,16.773004395,17.24261835,7.361516035,48,95.0,76.669059584,3.1524122807,10.8,3.4690427555,17.833231893,156.49452269,8.9,8.6876155268
13.803312464,14.585432506,26.1,6.0,25.5,38.787878788,16.25313097,13.254035684,25,100.0,82.102272727,2.5641025641,15.4,4.1606719291,7.3417721519,0.0,6.5,5.9829059829
13.399661422,14.398130189,32.9,7.1,28.0,35.40265563,18.760457665,12.493993272,37,95.8,63.610851263,2.7331738982,17.1,3.5013661743,19.806763285,71.923042345,8.4,6.22406639
17.617145269,13.503337116,36.2,6.1,31.1,73.769024172,15.891045818,19.869899468,44,91.4,52.744630072,2.2134387352,19.3,3.911777226,8.4095063985,278.29313544,6.8,7.7380952381
17.815097618,18.094374546,39.7,7.5,37.5,57.902008715,15.285756108,9.904959905,39,91.3,65.423162584,4.3989002749,22.2,4.2303683113,38.069835112,236.73975537,9.7,12.628865979
17.008313778,18.322123822,38.2,7.1,26.2,42.973708069,15.20641918,12.049215104,35,90.9,58.858858859,4.3287327478,24.0,4.6673684211,32.169954476,287.35632184,9.2,10.855263158
23.028038483,20.980084625,39.5,6.4,32.9,89.969842227,18.149750637,15.460343579,45,77.0,50.161522679,4.8203139048,26.5,4.4483081241,43.509620671,703.92372297,10.1,19.774824346
22.848614065,22.619973398,40.9,7.4,33.1,60.08254717,15.796273466,6.7460590624,27,97.311827957,50.613000231,5.0648633729,35.0,4.7664446025,21.031426269,39.603960396,10.4,12.210526316
21.963255534,22.175074836,37.5,8.0,39.4,37.026458208,15.889802063,7.105587149,40,91.555555556,50.378486056,3.7462370387,24.6,4.4787740957,30.074431704,102.07057451,10.6,12.719013628
18.463367299,19.132271599,36.9,8.0,34.5,75.78544419,17.39307335,5.2742062451,45,98.876404494,58.198656256,3.6063927705,14.4,4.0247910752,25.042718815,88.648452062,10.9,10.052600818
21.074502511,20.458640295,36.4,7.7,38.6,48.175536429,15.090072872,6.4055811004,49,92.173913043,60.36036036,6.9215740999,24.4,5.3381540461,38.944872555,66.441169365,11.1,10.307692308
24.276541595,22.395924226,33.7,7.5,37.7,66.322054395,15.000673545,7.0132569374,48,95.343137255,50.969502095,4.4302805496,26.8,4.1369539551,33.598741767,123.96551922,10.8,14.106770057
24.840250379,23.005928436,41.9,7.6,37.0,39.591062031,14.712577863,7.2550559592,41,91.447368421,44.033496162,6.7340791738,33.1,4.5075940145,34.378029079,28.682646999,10.0,14.494382022
28.665441709,27.548400909,37.4,5.6,37.5,84.47248266,12.815466937,6.7867636434,38,96.214511041,41.117673785,6.343239751,43.5,5.3579858379,36.324417601,169.81338787,9.7,19.581056466
16.486470347,17.654118662,35.8,8.3,24.7,84.802753954,20.305292615,4.217878322,54,95.615866388,73.019234675,3.3629719682,8.7,3.8666897307,25.061859314,132.41556549,12.0,11.577217963
21.114959613,20.423391152,30.3,7.4,31.1,72.429321991,15.375691181,8.1809672387,51,93.115942029,59.523809524,3.9880461665,24.2,4.4062019013,38.159346723,126.98570788,10.5,14.108141703
20.445661886,21.587105317,40.5,6.9,31.5,74.088652053,14.785578726,5.3518523552,49,93.581780538,66.59121395,5.917454003,26.8,5.430497554,39.554845793,149.8305365,10.4,12.43229301
20.368296893,20.162759662,28.5,6.9,20.9,70.614096792,16.265152892,5.3249436514,44,96.815286624,57.915231391,4.4322867111,20.3,4.8478605388,29.330333968,145.32427591,10.5,12.086397059
21.681265974,21.008255145,31.7,7.9,31.2,0.2474081056,16.055598331,6.2998983887,34,94.444444444,52.06527282,4.8558815892,21.6,5.5597371195,22.868605817,49.859769399,10.5,13.929618768
29.448401266,26.68442585,38.1,6.1,34.0,57.299322669,13.34960034,6.6009757964,34,85.95505618,50.030229746,7.3016744441,43.4,6.9399959457,40.345489443,29.855202269,9.7,12.723845429
21.572431526,22.295189447,24.6,7.7,25.4,42.619273144,15.42698964,7.8134806075,45,94.186046512,45.701973237,5.3692115144,23.7,4.5119643851,20.582439238,62.407948276,11.8,12.661674609
17.739563409,19.715222995,34.5,8.0,28.2,73.654112676,17.87622493,4.8709672665,50,91.291291291,57.751919034,4.0782571712,12.6,3.6830524509,30.598505163,121.61809372,12.4,10.793762047
22.317185344,22.939570395,31.3,7.5,31.4,20.425531915,15.124470377,7.9272444315,45,93.023255814,41.842431762,4.8597771802,22.1,4.6302516411,31.290555155,77.525389565,11.1,11.736178468
20.492311513,19.740688937,33.6,7.6,28.0,6.269254467,15.183424527,5.8076225045,50,94.326241135,59.051574939,4.7241188411,26.6,4.4796885917,37.394957983,192.86023537,10.9,9.022556391
21.622825209,19.391674666,33.0,7.4,27.0,73.343013095,18.470238267,6.6782751204,48,96.19047619,64.8,3.9069126378,23.1,6.0056798504,29.948066936,162.49508583,10.7,18.766666667
18.694786994,19.092630559,31.6,7.7,23.9,94.910113355,20.351538816,4.4679623364,55,97.690531178,73.198060547,3.2950722343,14.4,4.8395698232,32.711487778,164.04431922,11.7,12.779863719
23.021880482,22.219042209,27.0,8.0,33.2,7.6802507837,14.794220474,7.4180865007,48,93.548387097,52.303523035,4.8896581566,23.7,4.6049751244,26.660341556,40.778876542,11.0,10.765550239
22.678628166,22.397978727,29.3,6.1,30.0,72.389233188,15.579552547,7.6296128594,38,98.319327731,36.741214058,4.1176470588,24.8,5.6829005016,40.564635958,92.280717944,11.1,19.975186104
23.952353598,22.668578107,39.6,7.3,39.8,50.447330447,15.019506844,6.3342506647,45,99.442896936,52.854424358,9.2177077016,33.4,6.0155651952,36.765428057,53.579676674,9.6,11.930483795
26.178691909,26.447681527,34.8,7.6,31.3,0.0,14.517436304,8.4510532838,32,98.666666667,42.437551469,4.6629046629,38.5,5.2343795198,22.418710782,34.507638736,10.4,9.7503900156
22.642248529,23.473893324,34.1,6.2,31.4,54.767088094,17.571268316,6.1628981797,42,93.906810036,60.241762726,5.2468514867,26.3,4.5537362829,33.94556431,225.11153253,10.9,16.58786446
19.046288459,18.851199881,36.1,8.0,27.2,78.707213658,15.531063006,5.3937395915,46,97.389033943,60.959601675,4.1216137658,24.8,4.5457944788,36.928104575,179.24158405,10.4,12.795206204
30.714707886,29.309918054,36.3,6.2,35.3,98.959963185,14.357436053,8.0203568898,28,84.07960199,36.646485032,7.0676115687,47.2,6.4089364769,33.44044067,80.624125584,9.8,15.885416667
24.467835395,23.363064999,35.2,7.8,36.0,29.536604361,14.396824937,8.1350918279,32,97.692307692,43.164230439,5.4794520548,37.5,4.7716881376,32.971329279,54.264713137,9.7,11.384217335
21.878461248,21.927924026,31.3,8.1,29.8,7.1175523349,15.987719873,6.6487099518,31,85.416666667,47.120418848,5.1688843398,28.7,4.7484751026,31.224279835,81.512879035,11.1,14.650537634
23.194727003,21.374029225,37.3,7.7,32.3,11.464410735,14.465433927,7.5399115214,14,98.461538462,52.494244052,4.4671346522,33.1,5.8615550368,34.252239835,37.001406053,9.9,11.55234657
19.758897052,17.34145221,31.3,7.8,27.4,78.993544115,16.210686602,5.6115019884,51,94.918699187,63.875857091,3.9506018576,19.2,4.487300137,34.847107438,177.4148837,12.2,13.136456212
22.591101959,21.710388229,36.2,7.9,23.5,43.105007812,15.866140852,7.6716016151,42,94.029850746,53.043478261,5.2999178307,22.1,4.6854321843,29.461130742,83.312505207,11.0,15.180467091
28.989108092,27.281702655,39.9,6.8,36.3,41.77279674,14.183525396,6.2117925458,37,97.530864198,40.086621752,9.2753623188,29.1,5.4681767427,32.919708029,26.34872538,9.4,11.80952381
26.668145002,25.155351863,40.0,6.9,37.1,63.324700109,14.28580455,7.146619842,29,96.666666667,44.231336677,5.4835680751,33.0,5.8997720172,37.008913833,45.21267346,9.8,18.327402135
17.529169306,19.628755841,26.7,7.2,20.3,98.682231079,21.280471822,7.3672310501,54,89.074410163,76.627354878,3.3177198611,17.3,5.0006249721,36.62044404,369.38165891,10.8,16.976431509
20.954024955,22.118633369,34.0,7.6,28.1,52.397546696,16.508259893,8.0505598914,38,94.886363636,53.944626377,5.4379680886,29.1,4.9084154037,24.429874572,54.745774311,10.1,13.787085515
29.344630949,24.819658083,41.3,6.9,36.9,47.590682112,13.067235078,6.4096007637,33,96.457765668,48.67677998,6.6012652425,44.3,5.3987754453,34.928352098,51.592078632,10.0,13.160485724
20.737091602,19.083105935,37.1,7.7,25.5,81.493354976,17.550837374,6.0200169297,44,87.695749441,64.613583138,3.7363777893,18.8,3.6053087757,35.310051272,269.0475716,11.0,13.012392755
26.941537275,24.641682291,39.6,6.8,27.1,82.548069866,13.435305675,5.9150544808,33,98.181818182,44.404846757,5.76171875,46.1,5.7306068383,59.379615953,107.89602746,10.9,13.601532567
20.145778287,21.138268536,30.4,,31.8,39.78344394,17.136499619,8.3399946709,38,95.575221239,40.262787424,4.0756199362,23.6,4.3435059989,32.319925164,58.530875037,11.1,12.331081081
20.855248492,20.414659705,38.9,8.2,27.0,62.10974456,16.301283771,7.2339535856,42,93.81443299,55.680399501,4.4326010659,23.5,4.1078489297,31.595493843,90.611481352,10.4,13.67013373
22.792902618,23.13007571,33.6,7.2,36.6,62.123915335,16.369897777,6.1125852919,48,88.95184136,46.908141622,4.3140932731,20.3,4.8848997909,37.254031661,76.690211907,10.9,15.375375375
22.841147603,22.131569726,35.0,7.7,37.8,45.709975486,15.39648318,7.3378896483,43,95.324675325,54.225352113,5.0301029326,25.4,5.2056814096,27.694915254,129.12771538,11.0,12.473721093
24.211651559,24.256289871,37.4,6.6,35.7,62.013516663,15.056924071,6.9610885653,43,85.223367698,46.120758324,4.9113233288,28.7,4.4682714584,25.481695568,92.757208008,11.3,12.326656394
21.364900902,21.109029745,34.6,7.5,30.1,8.4828566353,14.374490335,8.4802014191,44,95.604395604,48.369132856,4.2947202522,26.1,4.6850325913,26.318063959,31.618410949,10.7,11.368653422
24.559132288,20.242957151,40.4,7.2,32.8,73.614196695,14.841131874,5.2676812892,48,96.043956044,67.908624481,6.6498253956,21.3,4.8412863561,32.030330762,48.383975227,10.4,12.771168649
20.972998815,21.314185196,30.8,8.2,29.8,9.3636894337,16.707487671,4.7007379065,45,95.12195122,57.371134021,4.1574957202,16.3,3.4185520362,26.897171082,51.593671176,12.1,6.4516129032
20.282132631,21.198974015,37.8,7.2,31.8,54.726509574,17.101140889,5.1110839979,45,94.249775382,70.125520062,4.05094712,17.7,4.2933671314,33.35720208,158.24257656,11.8,12.926768926
28.197277842,26.708551866,32.4,5.7,32.5,59.317576337,12.804235233,6.9479606188,25,95.774647887,49.502525639,7.430576747,43.6,5.6491610579,38.341366129,60.999677061,9.6,13.210848644
20.442257199,20.025317066,35.8,8.0,31.8,36.739891754,15.907653463,6.5204735106,52,93.607305936,52.991250887,4.1384067134,21.7,5.2741207291,26.593720266,129.02532122,10.5,14.505956552
23.941255559,23.039425609,30.7,7.5,35.4,39.837353701,14.476710946,7.5676730869,38,93.852459016,40.481927711,3.9826839827,28.5,4.9776506227,25.244618395,45.727196923,11.0,11.983750846
21.121849128,21.496579367,35.8,7.5,31.2,75.074594595,16.503458211,5.6356136498,48,96.304849885,59.58766489,3.8412927688,21.6,4.8057917109,40.745294618,176.68605904,12.0,13.137721385
21.32288306,20.796786821,28.7,8.1,24.0,32.29761287,15.651516695,7.0327333485,43,93.212669683,48.412917472,3.8861053403,21.7,4.1990068052,40.594855305,30.456852792,11.2,13.511259383
25.045049469,22.493804527,29.6,8.0,35.4,13.157894737,13.327696186,6.8446899939,49,97.826086957,54.516471838,5.7395143488,27.8,5.0318981201,29.519450801,97.045503558,10.7,11.590296496
20.421150048,20.444771194,35.9,7.2,33.1,52.97314578,14.358983982,6.6012196122,46,90.573770492,53.920220083,4.4188579431,23.6,4.9349886383,34.407656998,118.68411683,11.6,11.552052188
26.470103621,26.508722819,43.5,7.1,36.9,72.135764043,14.227689705,7.0790816327,36,89.393939394,33.574442435,6.9953849891,36.5,4.9110853611,26.554232804,37.398556416,9.8,17.3128945
20.807404001,19.826956296,32.2,7.4,24.9,90.969860855,19.522802456,6.2713374837,51,88.201160542,69.39788832,4.0612900568,22.4,4.8529789022,41.57378248,611.99606532,12.9,14.968342704
20.795635861,20.240604802,33.6,7.7,29.2,79.251224633,16.606226913,7.5637284839,53,94.573643411,61.020596373,3.632923368,17.0,4.6522818486,36.271346502,146.3149939,10.8,13.260869565
25.367412213,22.006533135,43.6,6.8,36.0,72.071416338,13.998119222,6.3502636692,38,95.792880259,61.080699276,6.8756469023,29.0,6.2217727106,20.862308762,72.955111149,9.8,15.136054422
15.973682201,21.00643326,33.2,7.8,25.4,92.412346607,24.161726014,5.8115891717,54,91.994663109,69.606690187,3.4498095477,14.1,4.2699349824,36.050991648,216.01805705,12.2,12.917363933
28.611488954,24.959567674,41.1,7.1,40.3,30.521228435,13.059778377,7.7053632043,35,97.54601227,49.191218949,6.8700564972,41.4,5.2838755527,35.922019815,19.878081103,9.7,10.634789777
29.55367589,28.05771658,39.4,6.3,34.0,45.187090299,13.010002646,6.8629798101,31,95.384615385,42.760809203,6.2487640894,44.5,6.1903178484,36.306256861,66.151108031,9.9,13.538710985
21.934411346,21.336173044,36.1,8.2,31.1,55.280772212,15.386431996,6.9197207679,46,98.918918919,53.391356543,4.3950617284,22.2,3.8800854353,30.50397878,56.565085201,11.2,13.85597083
22.694861545,21.452020182,39.1,7.3,34.7,57.406243097,14.959765282,6.9028649606,39,92.066420664,48.02148847,5.082775484,29.4,5.1182639668,36.441726723,90.803065645,10.0,14.958749457
26.95010764,22.972470817,39.7,6.7,32.9,49.880201765,14.618521606,6.8346162818,46,92.253521127,41.63813537,7.2369714848,31.1,5.6435367454,24.555735057,60.181812423,9.9,11.400651466
27.844519664,26.61471406,39.8,7.0,33.0,78.470901483,13.967107229,6.402976307,23,95.52238806,39.445494644,6.3453025086,43.7,6.7508341406,51.306240929,29.167274318,9.6,21.453900709
26.987424043,25.681661748,41.4,6.7,34.1,100.0,13.771508663,7.5328431963,28,99.173553719,41.724941725,7.0943396226,38.8,6.6155997514,24.44152431,37.741189791,9.5,18.282208589
26.597046109,26.006925731,38.9,,35.3,60.287939965,13.515237547,6.324776723,27,97.328244275,49.682913571,6.5231158961,36.0,6.042869151,44.579055441,54.062236447,9.5,14.677983025
24.90260045,25.187281239,43.3,7.3,37.4,51.564527758,14.908422534,6.9973015725,26,99.411764706,45.739348371,8.3774063888,33.1,6.7119522262,32.232811436,32.786885246,10.0,13.720073665
25.038415875,23.064882036,38.0,6.7,27.1,38.307331663,14.69137202,7.9475230473,34,96.172248804,41.693699846,5.0288276746,28.7,4.7514333272,27.764084507,37.952264485,10.3,12.397119342
20.803121756,19.92290794,32.3,7.4,31.2,43.649543019,15.364263784,6.0497237569,40,92.771084337,42.208774584,6.7801188547,23.3,4.4472195538,22.949117342,59.168414824,11.1,10.695876289
21.864399971,22.226170724,38.4,7.4,28.5,40.532886156,16.558868586,6.9069618516,52,89.411764706,51.322171804,3.8785834739,26.5,4.6650709713,30.799250702,170.95922994,11.0,14.138576779
18.813385671,18.931216957,26.5,8.2,31.2,68.438777965,15.741214219,6.4288514308,49,98.4375,41.813186813,5.0930460333,20.1,4.074386401,21.750212404,29.777857185,10.9,12.330827068
21.49689521,21.050779934,30.0,7.0,28.3,75.316098528,18.780669503,5.8723895679,51,91.613924051,66.397952655,5.5876948207,21.7,5.25160386,38.954516517,233.3722287,11.1,14.203935599
34.252776174,31.877699897,39.8,6.6,39.3,100.0,13.040931135,7.745933385,28,95.774647887,37.707948244,6.3171465406,39.4,5.2241996325,26.33144093,36.39723381,9.6,22.08
21.502149327,20.587922385,37.7,8.2,31.8,2.203336481,14.697294881,6.6847090663,47,92.1875,59.766195811,4.9241540257,19.0,5.0464132818,24.709562109,63.134634608,11.8,9.0666666667
20.135401131,18.81744987,35.2,6.9,23.2,65.639924743,18.420639827,6.2140042437,46,95.414847162,70.387046891,3.8578009042,17.6,5.268394287,29.71657754,172.54875074,10.1,16.013576057
27.915902957,25.305766413,36.6,6.4,31.5,5.8876471912,14.057932488,8.1833219811,37,93.918918919,51.482567612,13.239929947,37.6,5.9676106035,24.608967675,31.28054741,9.7,16.218905473
23.568975659,23.30720998,36.9,8.0,38.2,48.16851665,14.778079661,6.2812006319,37,92.703862661,44.480379474,3.7810325127,22.3,4.9546365029,40.093836639,99.76465773,10.9,14.180107527
18.663700817,19.052655904,38.2,8.4,28.0,57.393156958,15.946168742,6.1200213298,48,95.962732919,63.110862887,5.2924791086,17.6,4.6531425891,22.190430774,85.403976925,11.1,10.812913263
27.596271131,25.287830126,40.5,7.2,35.0,48.905561142,14.613697834,7.3218432954,36,98.260869565,46.380543634,6.4921090387,44.1,5.7593944791,23.118729097,60.513151525,9.8,14.318975553
21.140409802,22.345549446,34.3,7.1,32.1,68.736420812,15.015349173,6.5541714948,44,94.029850746,57.367886179,5.5141990626,24.8,5.7748617087,33.462232534,163.51797238,10.3,11.609110948
20.453884799,21.334399977,36.6,7.7,30.0,46.930284595,17.737633782,5.7855028969,44,95.894428152,64.53619161,4.6432340287,15.7,3.7203608247,21.186703945,77.020025207,12.1,11.759172154
23.120550821,21.258876109,32.9,7.8,33.7,84.23723438,14.875617827,7.0713022982,32,97.183098592,40.413399857,7.6068376068,39.2,5.5144014401,31.409295352,31.668118122,9.5,10.912698413
20.88604296,20.510978039,27.1,7.3,28.6,61.670807745,15.951970277,6.7358999369,46,94.693877551,55.397902529,4.4575017729,20.8,5.1561887065,28.130980225,95.65945235,10.7,13.045944413
24.850384953,24.082175302,33.6,8.0,33.3,54.698484999,14.385274013,6.637113656,40,94.444444444,50.195227766,4.1180671269,37.0,4.9523174391,31.362242663,65.593622282,10.5,9.9489795918
23.82316115,23.155207438,36.8,7.8,35.6,45.735656298,15.039737119,8.210180624,40,98.550724638,47.07078926,4.1455160745,34.6,5.8081794598,28.687127025,28.561907935,10.2,14.253393665
22.425612966,23.217335937,32.7,7.2,34.7,66.677987849,14.690322234,6.1779064242,49,97.385620915,53.0772466,5.9675898139,21.1,4.3604956421,39.719626168,135.704851,10.1,12.389813908
25.965002343,24.970109722,37.6,6.7,33.2,56.834015658,15.489421361,7.8084555651,34,93.023255814,42.981780857,6.3226094727,32.2,5.0062729067,35.702341137,22.77904328,9.6,9.9089989889
22.768083441,21.759222839,35.8,7.6,34.8,51.757198641,14.698772563,6.8126933017,32,89.920424403,47.216414009,6.7333081856,22.7,4.778544906,28.774254614,78.819952708,11.4,8.6446568202
17.681061183,18.512715884,35.2,8.2,26.7,75.002877731,17.992099739,5.2399252181,49,96.131528046,60.420958352,4.3371053674,16.4,4.0652269196,25.050338642,107.50662219,11.5,10.879025239
24.813315265,24.278488697,33.2,7.5,37.0,13.538892782,15.052313205,8.0928803142,47,96.808510638,44.099378882,4.5634317006,28.2,4.7640205906,30.703363914,84.793668739,10.1,12.862318841
23.88559732,22.561980205,35.9,7.2,39.0,39.468165422,15.74822819,6.2436341414,40,94.262295082,51.498780063,5.7090982449,25.0,4.3428161987,31.863343211,122.09254201,11.7,13.605823068
15.041677141,15.983121435,21.6,8.6,20.2,93.958485311,19.031430752,3.8085883203,52,97.55826859,76.38641528,3.2882476706,5.1,3.9404882543,16.605828496,81.593323335,11.9,8.3870967742
21.219555592,20.786306288,35.6,7.9,34.8,15.422931464,16.052514487,6.4339493498,43,94.814814815,42.049180328,4.876649455,21.9,4.5153451399,38.831218762,18.753809368,10.9,18.124207858
26.613177718,26.140393121,46.3,6.9,26.1,86.687697161,13.89051008,6.1107938321,30,85.454545455,39.678030303,7.0879590094,47.8,8.6893878947,41.806020067,78.229772016,9.5,17.857142857
18.837650178,19.88975986,33.2,8.3,26.8,35.101162869,17.818842295,6.0794756247,48,94.857142857,45.745305164,4.0946443752,22.7,5.0318985001,34.833836858,56.733564995,10.7,10.670443815
26.014191491,24.53343114,41.0,7.3,35.9,78.845082196,14.313366025,6.6887936201,27,97.077922078,56.308654849,6.3311097635,37.0,5.8975670103,34.950291395,61.599782589,9.6,14.492099323
25.639343305,23.211840361,38.7,7.3,37.9,45.115649606,13.309249967,6.9310108705,40,96.52294854,49.788885862,5.9298650479,31.5,5.9978686454,33.2427681,47.508233418,9.6,13.766434648
23.669364097,23.916493823,32.6,7.5,29.8,86.371204313,15.765514981,6.4329775776,30,88.679245283,46.750392465,5.9526179574,32.9,5.2232315811,39.775910364,60.84945844,9.7,18.456725756
23.548771965,24.382525006,36.7,7.0,32.7,72.915972916,15.089309565,6.8694608924,33,96.092619392,54.463004045,5.0726891083,26.4,5.5850561954,35.076813148,119.00753975,10.0,16.976334833
24.90134307,23.137216015,26.9,4.3,29.5,2.9798422436,13.684459256,7.6225045372,47,100.0,55.093555094,4.9079754601,28.9,5.7370263591,33.753148615,0.0,10.1,9.8958333333
23.821632069,23.572164964,33.8,7.8,35.5,31.121013133,15.786007052,6.4324002382,23,97.714285714,48.817312531,4.9305244285,30.2,5.1426149464,34.031556039,74.213797582,10.0,13.867488444
23.058514458,23.69344843,38.1,7.0,29.3,97.578536836,17.809695848,7.1154594474,46,97.222222222,66.258477769,5.1653278535,23.9,5.3220673414,38.734398949,79.857097825,9.7,16.401179941
